RecipeID,IngredientID
536290,447
536290,448
536290,3
536290,11
536290,449
536290,278
536290,450
536290,451
536290,452
536290,155
536290,453
536290,454
536288,111
536288,68
536288,455
536288,456
536288,457
536288,458
536288,459
536237,345
536237,460
536237,461
536237,21
536237,351
536237,222
536237,462
536237,43
536237,111
536237,3
536237,46
536226,391
536226,67
536226,80
536226,212
536226,196
536226,338
536226,33
536226,463
536226,405
536226,464
536226,54
536226,55
536226,49
536226,170
536226,85
536226,465
536226,466
536226,172
536226,467
536226,59
536226,168
536226,58
536223,33
536223,78
536223,3
536223,25
536223,77
536223,27
536223,89
536223,109
536229,114
536229,292
536229,27
536229,0
536229,79
536229,468
536229,66
536229,469
536229,45
536229,470
536229,471
536221,472
536221,269
536221,172
536221,94
536221,49
536221,191
536221,68
536221,11
536221,449
536270,325
536270,111
536270,216
536270,14
536270,44
536270,95
536270,33
536270,102
536270,78
536270,3
536270,436
536270,103
536212,473
536212,157
536212,137
536212,90
536212,474
536212,44
536212,11
536124,369
536124,170
536124,3
536124,4
536124,396
536124,176
536124,57
536124,172
536124,122
536124,341
536124,14
536124,475
536124,476
536119,477
536119,478
536119,422
536119,479
536119,480
536119,481
536119,172
536119,451
536119,111
536119,376
536098,482
536098,3
536098,4
536098,268
536066,44
536066,0
536066,157
536066,49
536066,12
536066,473
536066,54
536066,483
536066,178
536066,484
536066,315
536066,308
536066,146
536066,182
536066,316
536066,138
536070,33
536070,100
536070,3
536070,25
536070,485
536070,77
536070,287
536070,116
536086,486
536086,396
536086,487
536086,14
536086,12
536086,146
536086,85
536086,317
536086,157
536086,49
536086,231
536086,488
536060,489
536060,490
536060,491
536060,492
536060,11
536060,493
536060,172
536060,450
536060,93
536060,126
536060,3
536063,111
536063,494
536063,68
536063,116
536063,495
536051,496
536051,0
536051,497
536051,49
536051,48
536051,110
536051,81
536051,161
536051,114
536044,459
536044,428
536044,498
536044,499
536044,500
536044,501
536012,502
536012,291
536012,44
536012,43
536012,27
536012,231
536012,137
536012,14
536012,503
536012,504
536013,185
536013,14
536013,317
536013,377
536013,3
536013,161
536013,67
536013,338
536013,89
536013,110
536013,97
536013,122
536013,27
536013,291
536013,172
536013,505
536013,107
536013,94
536013,506
536013,280
536013,507
536013,57
536013,375
536013,11
536013,68
536013,480
536013,475
536011,204
536011,508
536011,230
536011,509
536011,372
536011,370
536011,510
535958,511
535958,512
535958,43
535958,44
535958,110
535958,89
535958,292
535958,3
535958,513
535952,67
535952,514
535952,111
535952,3
535952,357
535907,515
535907,516
535907,330
535907,517
535907,240
535907,518
535907,49
535907,519
535907,520
535907,521
535907,3
535899,89
535899,78
535899,33
535899,102
535899,111
535899,3
535899,14
535899,280
535899,95
535899,522
535874,33
535874,102
535874,78
535874,523
535874,215
535874,115
535874,21
535874,524
535874,245
535874,68
535874,251
535874,287
535874,525
535874,46
535874,307
535874,526
535874,221
535874,121
535852,3
535852,4
535852,103
535852,89
535852,44
535852,110
535852,158
535852,276
535853,110
535853,68
535853,3
535853,111
535853,44
535829,351
535829,527
535829,460
535829,528
535829,68
535829,529
535829,97
535829,14
535829,530
535829,531
535829,532
535831,269
535831,68
535831,25
535831,533
535831,74
535831,67
535831,79
535831,289
535831,391
535831,161
535831,534
535831,33
535831,89
535831,535
535831,78
535831,44
535830,43
535830,111
535830,89
535830,95
535830,6
535830,528
535830,77
535830,536
535830,325
535830,537
535781,263
535781,111
535781,122
535781,68
535781,236
535781,103
535781,436
535781,44
535781,27
535781,538
535781,110
535784,539
535784,113
535784,435
535784,89
535784,111
535784,3
535784,540
535784,110
535784,397
535784,44
535784,541
535784,272
535784,288
535784,140
535782,542
535782,543
535782,22
535782,460
535782,544
535782,6
535782,111
535782,545
535782,546
535782,547
535786,110
535786,397
535786,3
535786,4
535786,44
535786,503
535786,307
535786,508
535786,548
535786,549
535786,85
535786,550
535786,316
535783,551
535783,80
535783,3
535783,4
535783,552
535783,110
535783,291
535783,27
535783,170
535783,553
535783,510
535779,105
535779,510
535779,131
535779,12
535779,288
535779,14
535779,110
535779,238
535779,122
535779,3
535779,332
535779,554
535779,555
535779,140
535724,556
535724,557
535724,0
535724,54
535724,2
535724,178
535724,478
535724,49
535724,195
535724,196
535724,80
535724,81
535724,338
535724,146
535724,148
535724,60
535724,415
535724,558
535724,169
535724,559
535724,106
535724,560
535724,561
535724,171
535724,562
535724,188
535724,154
535724,394
535724,73
535723,2
535723,57
535723,478
535723,563
535723,168
535723,159
535723,0
535723,557
535723,564
535723,565
535723,566
535723,192
535723,196
535723,79
535723,153
535722,141
535722,134
535722,567
535722,59
535722,557
535722,0
535722,568
535722,153
535722,126
535722,301
535722,569
535722,93
535722,79
535722,395
535722,338
535713,43
535713,570
535713,571
535713,572
535713,573
535713,481
535713,574
535713,575
535713,576
535713,577
535673,578
535673,332
535673,45
535673,203
535673,559
535673,44
535673,27
535673,188
535673,223
535673,579
535673,504
535691,33
535691,10
535691,345
535691,580
535691,538
535691,581
535691,582
535691,6
535691,108
535691,485
535691,111
535691,122
535691,68
535691,72
535691,583
535684,345
535684,33
535684,78
535684,102
535684,3
535684,25
535684,111
535684,14
535684,236
535684,72
535684,15
535684,584
535684,21
535684,108
535684,585
535690,586
535690,546
535690,587
535690,588
535690,435
535690,111
535690,3
535690,6
535690,363
535690,95
535690,321
535690,589
535690,590
535690,591
535690,212
535690,219
535690,14
535690,367
535690,21
535666,27
535666,231
535666,80
535666,183
535666,184
535666,89
535666,592
535666,25
535666,0
535666,257
535666,593
535651,158
535651,49
535651,594
535651,79
535651,294
535650,309
535650,190
535650,54
535650,595
535650,596
535650,597
535650,111
535650,79
535650,58
535650,295
535650,240
535650,395
535650,49
535653,515
535653,79
535653,33
535653,320
535653,598
535653,599
535653,78
535653,102
535653,600
535653,501
535653,601
535653,97
535653,602
535653,73
535653,603
535653,297
535652,604
535652,574
535652,309
535652,605
535652,49
535652,294
535652,169
535652,79
535644,110
535644,78
535644,3
535644,44
535644,240
535644,216
535644,111
535644,14
535644,116
535644,606
535644,43
535644,242
535644,122
535644,263
535644,77
535644,89
535627,76
535627,422
535627,607
535627,57
535627,191
535627,269
535627,37
535627,173
535627,608
535627,609
535627,610
535627,111
535627,450
535627,73
535627,611
535627,612
535602,613
535602,3
535602,4
535602,369
535602,44
535602,429
535602,72
535602,12
535581,3
535581,161
535581,284
535581,614
535581,615
535581,68
535581,110
535581,616
535581,617
535581,618
535581,240
535581,153
535570,468
535570,137
535570,25
535570,33
535570,67
535570,619
535570,339
535570,79
535570,82
535570,179
535570,269
535570,71
535570,184
535570,620
535570,140
535584,621
535584,49
535584,161
535584,111
535584,622
535584,609
535584,314
535584,57
535584,3
535584,451
535584,68
535584,623
535584,480
535571,624
535571,159
535571,168
535571,625
535571,626
535571,627
535571,628
535571,629
535571,437
535571,314
535571,171
535571,316
535571,630
535571,631
535571,632
535557,173
535557,633
535557,110
535557,0
535557,44
535557,49
535557,182
535557,240
535557,6
535557,370
535557,395
535557,422
535557,12
535557,634
535555,280
535555,2
535555,336
535555,49
535555,635
535555,636
535555,143
535555,80
535555,3
535555,144
535555,637
535555,126
535555,68
535518,326
535518,429
535518,241
535518,25
535518,0
535518,59
535518,14
535518,72
535518,131
535518,592
535431,90
535431,345
535431,638
535431,89
535431,111
535431,27
535431,3
535431,433
535431,309
535431,639
535431,140
535431,25
535389,640
535389,157
535389,49
535389,641
535389,3
535389,4
535389,375
535389,0
535389,111
535389,68
535389,642
535375,643
535375,210
535375,178
535375,422
535375,644
535375,332
535375,645
535375,646
535375,79
535375,647
535375,80
535371,648
535371,102
535371,3
535371,436
535371,111
535371,14
535371,649
535371,93
535371,109
535371,95
535371,263
535341,650
535341,644
535341,111
535341,49
535341,314
535341,651
535341,161
535341,3
535341,172
535341,652
535341,384
535341,68
535341,302
535337,44
535337,89
535337,111
535337,110
535337,78
535337,3
535337,630
535327,63
535327,0
535327,653
535327,44
535327,49
535327,110
535327,269
535327,6
535327,231
535327,67
535327,4
535327,3
535327,654
535321,63
535321,110
535321,80
535321,79
535321,161
535321,15
535321,369
535321,655
535321,656
535321,561
535321,157
535321,413
535321,332
535321,93
535321,430
535321,657
535320,5
535320,505
535320,122
535320,79
535320,161
535320,369
535320,493
535320,176
535320,429
535320,641
535320,658
535320,172
535320,216
535320,93
535320,450
535318,659
535318,79
535318,161
535318,171
535318,660
535319,661
535319,196
535319,79
535319,192
535319,214
535319,31
535319,357
535319,30
535319,32
535319,662
535319,0
535319,413
535319,57
535319,663
535319,664
535319,309
535319,665
535319,257
535319,666
535319,494
535317,110
535317,111
535317,78
535317,79
535317,89
535317,14
535317,95
535312,25
535312,111
535312,14
535312,110
535312,667
535312,78
535312,79
535312,89
535312,108
535312,668
535312,367
535312,669
535314,670
535314,671
535314,230
535314,370
535314,672
535314,673
535314,0
535314,79
535314,161
535315,239
535315,14
535315,231
535315,79
535315,161
535315,90
535299,674
535299,671
535299,370
535299,639
535299,675
535299,676
535299,79
535299,161
535299,126
535299,673
535299,677
535300,319
535300,122
535300,79
535300,161
535300,369
535300,431
535300,277
535300,428
535300,153
535300,332
535300,554
535300,452
535288,25
535288,100
535288,14
535288,678
535288,117
535288,78
535288,3
535288,71
535288,21
535288,679
535288,219
535288,353
535288,20
535288,222
535282,43
535282,94
535282,116
535282,109
535290,345
535290,460
535290,21
535290,25
535290,111
535290,14
535290,401
535290,95
535290,120
535290,110
535290,78
535290,3
535290,89
535290,6
535290,524
535290,220
535290,22
535269,659
535269,680
535269,94
535269,79
535269,595
535269,681
535269,57
535269,682
535269,339
535269,74
535269,67
535269,81
535269,143
535269,144
535270,683
535270,79
535270,161
535270,74
535270,67
535270,684
535270,44
535270,685
535270,157
535270,55
535270,686
535270,168
535270,160
535270,159
535270,429
535270,182
535270,513
535270,27
535267,44
535267,89
535267,110
535267,615
535267,138
535229,125
535229,687
535229,294
535229,688
535229,689
535229,428
535229,110
535233,689
535233,690
535233,691
535233,294
535233,692
535233,68
535233,111
535233,693
535230,485
535230,93
535230,689
535230,326
535230,82
535230,572
535190,222
535190,694
535190,21
535190,122
535190,20
535190,115
535190,215
535190,25
535190,120
535190,95
535190,695
535120,33
535120,696
535120,697
535120,111
535120,3
535120,541
535120,288
535120,27
535120,493
535102,287
535102,435
535102,111
535102,79
535102,122
535102,698
535102,678
535102,33
535102,78
535102,14
535102,71
535102,699
535102,25
535102,700
535102,16
535108,332
535108,73
535108,74
535108,67
535108,445
535108,701
535108,702
535108,27
535108,93
535108,79
535108,268
535108,291
535108,10
535108,227
535108,656
535104,25
535104,703
535104,361
535104,79
535104,678
535104,89
535072,704
535072,122
535072,269
535072,451
535072,93
535072,3
535072,30
535072,534
535072,480
535072,54
535072,157
535072,670
535072,705
535021,415
535021,0
535021,223
535021,3
535021,548
535021,45
535021,578
535021,153
535021,579
535021,11
535021,598
535021,143
535021,67
535021,504
535021,431
535020,706
535020,122
535020,33
535020,3
535020,357
535020,707
535020,291
535020,369
534998,63
534998,342
534998,239
534998,146
534998,89
534998,288
534998,44
534998,74
534998,67
534998,111
534998,81
534998,144
534998,3
534998,122
534955,44
534955,111
534955,708
534955,3
534955,95
534955,97
534955,27
534955,576
534955,110
534955,219
534955,102
534955,709
534955,6
534955,77
534955,710
534955,89
534955,711
534954,25
534954,712
534954,100
534954,14
534954,116
534954,33
534954,103
534954,713
534954,354
534954,714
534954,93
534956,715
534956,245
534956,111
534956,524
534956,68
534956,6
534956,348
534956,242
534956,716
534956,717
534957,348
534957,44
534957,523
534957,441
534957,95
534957,77
534957,89
534957,219
534957,718
534957,115
534957,111
534957,363
534957,6
534953,719
534953,25
534953,100
534953,44
534953,14
534953,95
534953,94
534953,33
534953,3
534953,363
534945,0
534945,396
534945,143
534945,67
534945,79
534945,720
534945,342
534945,602
534945,721
534945,288
534945,45
534945,722
534945,723
534900,317
534900,0
534900,289
534900,27
534900,68
534900,122
534900,110
534900,185
534900,89
534900,157
534900,231
534900,67
534900,3
534900,4
534900,236
534900,230
534900,370
534900,671
534900,12
534899,110
534899,78
534899,3
534899,44
534899,111
534899,27
534899,724
534899,717
534899,231
534899,512
534899,370
534899,43
534899,93
534899,73
534899,140
534898,113
534898,216
534898,725
534898,179
534898,25
534898,212
534898,33
534898,726
534898,727
534898,27
534898,37
534898,288
534898,728
534898,429
534898,729
534898,184
534898,6
534898,510
534896,25
534896,110
534896,89
534896,730
534896,370
534896,731
534896,67
534896,285
534896,204
534896,0
534896,671
534896,732
534896,672
534896,673
534897,90
534897,733
534897,734
534897,602
534897,288
534897,45
534897,155
534897,153
534877,44
534877,405
534877,624
534877,735
534877,157
534877,736
534877,706
534877,49
534877,269
534877,473
534877,122
534877,307
534868,405
534868,5
534868,49
534868,157
534868,54
534868,55
534868,269
534868,58
534868,127
534868,159
534868,577
534868,316
534868,737
534868,6
534868,231
534864,0
534864,738
534864,3
534864,4
534864,53
534864,739
534864,157
534864,464
534864,184
534864,122
534864,307
534859,74
534859,67
534859,80
534859,44
534859,43
534859,269
534859,46
534859,740
534859,292
534855,741
534855,405
534855,742
534855,57
534855,2
534855,198
534855,68
534855,79
534855,4
534855,67
534855,74
534855,184
534855,260
534855,743
534855,94
534855,744
534802,238
534802,310
534802,2
534802,178
534802,681
534802,49
534802,253
534802,745
534802,1
534802,55
534802,746
534802,496
534802,161
534786,747
534786,2
534786,49
534786,748
534786,269
534786,636
534786,66
534786,144
534786,81
534786,0
534786,749
534784,5
534784,750
534784,751
534784,6
534784,269
534784,67
534784,74
534784,3
534784,4
534760,752
534760,269
534760,44
534760,469
534760,288
534760,488
534722,110
534722,15
534722,44
534722,78
534722,3
534722,102
534635,753
534635,2
534635,14
534635,3
534635,78
534635,110
534635,97
534616,754
534616,100
534616,695
534616,697
534616,14
534616,71
534616,25
534616,755
534549,756
534549,68
534549,111
534549,3
534549,95
534549,757
534549,122
534549,102
534549,758
534549,759
534549,94
534549,44
534552,760
534552,761
534552,158
534552,77
534558,762
534558,429
534558,763
534558,764
534558,316
534558,166
534558,0
534558,49
534558,53
534558,742
534558,765
534558,766
534509,752
534509,44
534509,110
534509,314
534509,89
534509,3
534509,292
534509,728
534509,381
534509,767
534504,664
534504,765
534504,37
534504,768
534504,212
534504,114
534504,769
534414,44
534414,770
534414,771
534414,772
534414,773
534414,774
534414,775
534414,374
534414,357
534414,776
534414,113
534393,308
534393,0
534393,49
534393,777
534393,2
534393,778
534393,126
534393,316
534356,779
534356,71
534356,25
534356,52
534356,115
534356,111
534356,79
534356,95
534356,780
534321,781
534321,782
534321,25
534321,783
534321,95
534321,241
534321,784
534283,578
534283,439
534283,14
534283,89
534283,79
534283,81
534283,33
534283,78
534283,6
534283,44
534264,785
534264,786
534264,781
534264,787
534266,785
534266,788
534266,6
534266,789
534266,16
534266,790
534270,424
534270,154
534270,372
534270,100
534270,693
534270,68
534270,791
534270,691
534270,792
534270,793
534270,690
534270,226
534270,223
534196,794
534196,90
534196,795
534196,14
534173,291
534173,52
534173,137
534173,468
534173,6
534173,559
534173,435
534173,796
534173,140
534108,89
534108,6
534108,44
534108,111
534108,110
534108,3
534108,578
534108,14
534108,731
534108,140
534062,741
534062,617
534062,74
534062,67
534062,598
534062,427
534062,467
534062,172
534062,797
534062,798
534062,68
534064,799
534064,33
534064,27
534064,0
534064,49
534064,800
534064,801
534064,294
534064,52
534064,231
534064,408
534064,154
534029,25
534029,111
534029,33
534029,78
534029,79
534029,457
534029,95
534029,115
534029,362
534000,33
534000,79
534000,25
534000,292
534000,307
534000,802
534000,240
534000,100
534000,122
534000,31
534000,3
534000,503
534000,6
534000,803
534000,532
533995,25
533995,49
533995,6
533995,231
533995,5
533995,276
533995,804
533995,370
533995,79
533995,357
533995,0
533995,805
534001,363
534001,321
534001,485
534001,520
534001,108
533981,155
533981,95
533981,654
533981,326
533981,806
533951,33
533951,102
533951,3
533951,25
533951,111
533951,14
533951,678
533951,807
533951,808
533951,44
533951,103
533951,77
533951,809
533951,89
533949,330
533949,25
533949,111
533949,103
533949,3
533949,165
533949,441
533949,361
533949,108
533950,25
533950,137
533950,168
533950,810
533950,811
533950,157
533917,54
533917,44
533917,111
533917,33
533917,78
533917,95
533917,3
533917,14
533917,158
533917,38
533917,216
533918,812
533918,813
533918,170
533918,729
533918,231
533918,814
533918,12
533918,815
533918,161
533918,735
533918,27
533918,332
533918,25
533918,47
533918,565
533923,33
533923,79
533923,102
533923,25
533923,216
533923,100
533923,14
533923,95
533923,816
533923,589
533919,25
533919,33
533919,71
533919,43
533919,231
533919,324
533919,3
533919,513
533919,339
533919,468
533919,817
533919,818
533919,429
533919,730
533919,203
533919,819
533919,291
533896,165
533896,14
533896,137
533896,820
533896,288
533903,821
533903,737
533903,86
533903,231
533903,43
533903,45
533903,332
533903,429
533903,184
533903,3
533903,82
533903,311
533907,799
533907,44
533907,79
533907,708
533907,31
533907,104
533907,30
533907,214
533907,682
533907,236
533907,361
533907,38
533882,25
533882,111
533882,43
533882,33
533882,79
533882,82
533882,27
533882,822
533882,493
533882,823
533882,824
533882,176
533865,33
533865,111
533865,667
533865,3
533865,44
533865,14
533865,89
533865,93
533865,825
533865,280
533865,46
533865,826
533865,508
533865,436
533865,22
533867,110
533867,111
533867,102
533867,3
533867,14
533867,45
533867,95
533867,44
533867,219
533867,827
533867,828
533867,77
533867,89
533867,829
533869,830
533869,14
533869,89
533869,831
533869,111
533869,103
533868,378
533868,832
533868,49
533868,500
533868,134
533868,0
533868,833
533868,159
533868,168
533868,153
533868,169
533868,59
533868,3
533868,44
533868,654
533868,80
533868,706
533868,834
533821,111
533821,122
533821,3
533821,89
533821,835
533821,435
533821,44
533821,836
533781,534
533781,837
533781,231
533781,230
533781,27
533781,370
533781,677
533718,838
533718,97
533718,26
533718,111
533718,14
533718,95
533718,33
533718,31
533718,78
533718,79
533718,77
533718,21
533718,839
533718,840
533718,841
533699,345
533699,204
533699,370
533699,231
533699,671
533699,842
533699,672
533699,230
533699,843
533649,844
533649,106
533649,25
533649,94
533649,845
533649,846
533626,110
533626,78
533626,3
533626,111
533626,416
533626,44
533626,15
533590,111
533590,89
533590,97
533590,14
533590,95
533590,33
533590,667
533590,78
533590,102
533590,3
533590,847
533590,446
533590,25
533590,108
533590,116
533590,46
533590,94
533590,848
533590,360
533590,68
533590,100
533590,849
533590,416
533590,544
533590,115
533590,219
533590,21
533583,850
533583,851
533583,0
533583,496
533583,49
533583,3
533583,168
533583,4
533571,43
533571,230
533571,370
533571,231
