FollowingId,FollowerId,FolloweeId
208,2776673,41218
209,1802362527,41218
210,1803558439,41218
211,2000202725,41218
212,2001054025,41218
213,1800989104,46941
214,2001247874,46941
215,91392,47559
216,108151,47559
217,139381,47559
218,185139,47559
219,239767,47559
220,327865,47559
221,417563,47559
222,429976,47559
223,677508,47559
224,745004,47559
225,969481,47559
226,1261107,47559
227,2045931,47559
228,2086568,47559
229,2206178,47559
230,2315822,47559
231,2419920,47559
232,2424227,47559
233,2425731,47559
234,2442167,47559
235,2458578,47559
236,2514669,47559
237,2639433,47559
238,2681012,47559
239,2691875,47559
240,2692330,47559
241,2707951,47559
242,2710869,47559
243,2714781,47559
244,2739289,47559
245,2805480,47559
246,1800366369,47559
247,1802490677,47559
248,1802649660,47559
249,1803128895,47559
250,2000149100,47559
251,2000187002,47559
252,2000411755,47559
253,2000634719,47559
254,2000804396,47559
255,2001163936,47559
256,2001324151,47559
257,2001331248,47559
258,2001421609,47559
259,2001424583,47559
260,2001456166,47559
261,2001827830,47559
262,2001974823,47559
263,2002104250,47559
264,2002341551,47559
265,54678,47892
266,214855,47892
267,2823309,48150
268,465520,50509
269,1629974,50509
270,2386728,50509
271,1802632400,50509
272,2000370466,50509
273,2000473995,50509
274,2001479386,50509
275,2001616476,50509
276,2001773424,52915
277,2000258824,53835
278,2202578,55392
279,2000669433,55670
280,2001357734,55670
281,2002006882,55670
282,28087,55877
283,134903,55877
284,149415,55877
285,198923,55877
286,248812,55877
287,328866,55877
288,374891,55877
289,708860,55877
290,1057114,55877
291,1066936,55877
292,1268121,55877
293,2042989,55877
294,2176807,55877
295,2193852,55877
296,2205151,55877
297,2309796,55877
298,2421492,55877
299,2422141,55877
300,2423366,55877
301,2477688,55877
302,2737010,55877
303,2899267,55877
304,2925478,55877
305,45988755,55877
306,1800119725,55877
307,1802629608,55877
308,1802998695,55877
309,1803472963,55877
310,1803658827,55877
311,1803739347,55877
312,2000166255,55877
313,2000322630,55877
314,2000726555,55877
315,2000902398,55877
316,2001075411,55877
317,2001276600,55877
318,2001338740,55877
319,2001398887,55877
320,2001645572,55877
321,2001816803,55877
322,2001918766,55877
323,2002059355,55877
324,2002169954,55877
325,2002247399,55877
326,287084,57275
327,2264777,57275
328,2485385,57275
329,2682960,57275
330,1800155403,57275
331,2000723043,57275
332,143917,58104
333,287420,58104
334,428885,58104
335,926999,58104
336,1803703592,58104
337,2000579290,58104
338,2002138062,58104
339,1259906,59178
340,1802619314,59178
341,2001811952,59686
342,2212465,60650
343,391463,63098
344,1141377,63935
345,1396017,63935
346,1799112,63935
347,2687892,63935
348,2745597,63935
349,2874112,63935
350,1802567431,63935
351,2000256563,63935
352,2718447,64411
353,2736902,64411
354,1800069838,64411
355,1800133181,64411
356,2000250456,64411
357,2001301310,64411
358,2657133,65197
359,101714,65308
360,276971,65308
361,298757,65308
362,328933,65308
363,357820,65308
364,498082,65308
365,534058,65308
366,784298,65308
367,946913,65308
368,1177072,65308
369,1421422,65308
370,1609714,65308
371,1959408,65308
372,2199512,65308
373,2204308,65308
374,2211826,65308
375,2362783,65308
376,2421018,65308
377,2427159,65308
378,2445013,65308
379,2574795,65308
380,2692243,65308
381,2711846,65308
382,2733037,65308
383,2737830,65308
384,2785450,65308
385,2940530,65308
386,42748871,65308
387,1800038922,65308
388,1802222087,65308
389,1802624078,65308
390,1802650982,65308
391,1803223445,65308
392,1803329565,65308
393,2000338499,65308
394,2000504731,65308
395,2000681164,65308
396,2000726939,65308
397,2000729395,65308
398,2000790427,65308
399,2000804413,65308
400,2001316922,65308
401,2001514165,65308
402,2001655814,65308
403,2001702923,65308
404,2001716153,65308
405,2001792681,65308
406,2001819509,65308
407,2001963484,65308
408,2002023056,65308
409,2002164581,65308
410,2002290418,65308
411,2002292250,65308
412,52543,65502
413,65626,65502
414,189616,65502
415,275425,65502
416,373245,65502
417,394085,65502
418,474367,65502
419,585980,65502
420,625285,65502
421,1056692,65502
422,1628373,65502
423,1628551,65502
424,2190306,65502
425,2210060,65502
426,2281516,65502
427,2373973,65502
428,2827189,65502
429,2844455,65502
430,2844561,65502
431,2946794,65502
432,1800179196,65502
433,1802464945,65502
434,1802632273,65502
435,1802635734,65502
436,1803097935,65502
437,1803260780,65502
438,2000054603,65502
439,2000216232,65502
440,2000276714,65502
441,2000332127,65502
442,2000469902,65502
443,2000477301,65502
444,2000492533,65502
445,2000723217,65502
446,2000724842,65502
447,2000985151,65502
448,2001167238,65502
449,2001295500,65502
450,2001300766,65502
451,2001333213,65502
452,2001487164,65502
453,2001902842,65502
454,2002102760,65502
455,2002138062,65502
456,2002185716,65502
457,2002197842,65502
458,2001143011,65626
459,2205719,66846
460,2400418,66846
461,2438395,66846
462,2739662,66846
463,2746761,66846
464,2797352,66846
465,1802425003,66846
466,1802650709,66846
467,1802660387,66846
468,2000970175,66846
469,2001981447,66846
470,146284,66976
471,166019,66976
472,222564,66976
473,249349,66976
474,350921,66976
475,570804,66976
476,594620,66976
477,621680,66976
478,1052603,66976
479,1131759,66976
480,1405270,66976
481,1482967,66976
482,1624656,66976
483,1702716,66976
484,1996611,66976
485,2208521,66976
486,2211567,66976
487,2387227,66976
488,2419075,66976
489,2420333,66976
490,2422141,66976
491,2422385,66976
492,2611358,66976
493,2616900,66976
494,2667778,66976
495,2681679,66976
496,2691349,66976
497,2739674,66976
498,7968394,66976
499,44771461,66976
500,44903661,66976
501,1800536426,66976
502,1802594243,66976
503,1802652278,66976
504,1802669248,66976
505,1803261045,66976
506,1803342482,66976
507,1803567803,66976
508,2000156402,66976
509,2000215790,66976
510,2000268379,66976
511,2000311799,66976
512,2000444363,66976
513,2000728575,66976
514,2001221288,66976
515,2001387812,66976
516,2001408308,66976
517,2001584620,66976
518,2001593485,66976
519,2002231999,66976
520,2002247480,66976
521,2002284537,66976
522,2667031,67026
523,2000426197,67026
524,2001343978,67026
525,2001613266,67026
526,2000366,72017
527,2808724,72017
528,1802651706,74342
529,2424864,74904
530,1802958234,74904
531,884141,76951
532,2001696331,76951
533,2648579,80353
534,2000266746,80353
535,44864080,84024
536,1803051069,87454
537,2000056327,87454
538,2205153,88099
539,269158,91326
540,488415,91326
541,2844172,91326
542,2000395265,91326
543,2002135845,91326
544,2002327547,91490
545,2215434,92796
546,2700923,92796
547,1802455428,92796
548,1155680,94243
549,2334708,94243
550,2708362,94243
551,2882406,94243
552,45027729,94243
553,1802651220,94243
554,1803099575,94243
555,1803109127,94243
556,2000502431,94243
557,1803055453,94408
558,2000174622,94408
559,2001739024,94408
560,2528850,98812
561,2818624,99254
562,11176,102724
563,58382,102724
564,107140,102724
565,260673,102724
566,361931,102724
567,636973,102724
568,1575069,102724
569,2215434,102724
570,2387189,102724
571,2422456,102724
572,2468578,102724
573,2494919,102724
574,2511737,102724
575,2539227,102724
576,2709356,102724
577,2947460,102724
578,44942209,102724
579,1800117146,102724
580,1800173350,102724
581,1800824905,102724
582,1802634191,102724
583,1802635187,102724
584,1802753534,102724
585,1802957770,102724
586,1802993906,102724
587,1803700092,102724
588,2000067996,102724
589,2000109317,102724
590,2000151877,102724
591,2000154376,102724
592,2000225109,102724
593,2000268916,102724
594,2000401261,102724
595,2000660674,102724
596,2000683461,102724
597,2000746238,102724
598,2000902398,102724
599,2001080141,102724
600,2001271871,102724
601,2001286734,102724
602,2001311111,102724
603,2001346584,102724
604,2001393302,102724
605,2001677116,102724
606,2001709297,102724
607,2001865348,102724
608,2002080294,102724
609,2002217311,102724
610,2002257691,102724
611,227367,102937
612,2001467838,102980
613,2209485,105041
614,2419527,105041
615,1800238308,105041
616,2000322160,107135
617,2206420,107140
618,2001648148,107140
619,2001275362,109110
620,353205,113941
621,1803339003,113941
622,2000363928,114027
623,637887,114317
624,2421492,114317
625,2000806461,114317
626,2000885334,114317
627,2001091390,114317
628,521566,115178
629,1499237,115178
630,1534877,115178
631,2199079,115178
632,2200666,115178
633,2736912,115178
634,1801553725,115178
635,2001610036,115178
636,1803361230,115302
637,2924260,115525
638,2000745868,115525
639,2001353474,116137
640,1645107,118065
641,2002251035,118585
642,153918,125356
643,620763,125356
644,2778257,125356
645,2000262598,125356
646,362453,126440
647,1803671534,128473
648,2001656615,128473
649,748093,128541
650,2195180,128541
651,1802504364,128541
652,1803594988,128541
653,2001345010,128541
654,4637477,129177
655,1802726610,129177
656,1802572180,130133
657,2211309,130447
658,2423352,130447
659,1957886,131021
660,103876,131126
661,945395,131126
662,251414,135470
663,438645,135470
664,541842,135470
665,589649,135470
666,747829,135470
667,1147876,135470
668,1193707,135470
669,1222360,135470
670,1541820,135470
671,1664646,135470
672,1747458,135470
673,2074905,135470
674,2210729,135470
675,2426964,135470
676,2668489,135470
677,2708143,135470
678,2847680,135470
679,1800108735,135470
680,1800294716,135470
681,1802430546,135470
682,1802546805,135470
683,1802646284,135470
684,1802669304,135470
685,1803021487,135470
686,1803218957,135470
687,1803654931,135470
688,2000250480,135470
689,2000280265,135470
690,2000451677,135470
691,2000464892,135470
692,2000580477,135470
693,2000876420,135470
694,2001203959,135470
695,2001417228,135470
696,2001504356,135470
697,2001678906,135470
698,2001719782,135470
699,39708,137911
700,64154,137911
701,474751,137911
702,2417476,137911
703,1621197,138505
704,2000724379,138505
705,2001281162,139306
706,184530,140981
707,993408,140981
708,2197386,140981
709,2420942,140981
710,1802859796,140981
711,2000921853,140981
712,2001683867,140981
713,2083095,141284
714,2346443,141284
715,2000125820,141371
716,2001225608,141371
717,2730263,141614
718,1802399163,141614
719,707337,143308
720,994734,143308
721,2210121,143308
722,2283828,143308
723,2001630635,143308
724,1925885,143515
725,2401256,143515
726,2420515,143721
727,2708967,144373
728,98812,145338
729,2001175286,145338
730,229732,146742
731,476796,146742
732,534721,146742
733,935933,146742
734,2103655,146742
735,2187590,146742
736,2289590,146742
737,2379714,146742
738,2405436,146742
739,2411674,146742
740,2413063,146742
741,2444131,146742
742,2467678,146742
743,2698301,146742
744,2882176,146742
745,1802602671,146742
746,1802652256,146742
747,1802728278,146742
748,1803050096,146742
749,1803061344,146742
750,1803690019,146742
751,2000071946,146742
752,2000204555,146742
753,2000376924,146742
754,2000506658,146742
755,2000648966,146742
756,2000687583,146742
757,2000877809,146742
758,2000999552,146742
759,2001005949,146742
760,2001008012,146742
761,2001024822,146742
762,2001046581,146742
763,2001057787,146742
764,2001203959,146742
765,2001549969,146742
766,2001553195,146742
767,2001950784,146742
768,2002181477,146742
769,2002332148,146742
770,2001345010,147050
771,27564,147095
772,31807,147095
773,316809,147095
774,437776,147095
775,1449158,147095
776,2690685,147095
777,2754599,147095
778,1802491994,147095
779,1803570264,147095
780,2001321003,147095
781,2001408863,147095
782,1807391,147334
783,2001457464,147334
784,44822988,148221
785,1802810074,148221
786,2002260709,152938
787,418718,157425
788,2453327,157425
789,43683172,157425
790,1803019357,157425
791,2703713,161265
792,2000000081,161265
793,2000360130,161265
794,2002054878,165074
795,185721,166019
796,246482,166032
797,486718,166032
798,862059,166032
799,1779945,166032
800,2591211,166032
801,1803594167,166032
802,2000876420,166032
803,2001861348,166032
804,311625,166642
805,1802491994,166642
806,1296198,167326
807,2423968,167326
808,2824840,167326
809,2420546,167849
810,2000340556,167849
811,2001547600,167849
812,2002147361,167849
813,2704214,168069
814,1803028311,169430
815,2000377605,169430
816,656706,171084
817,2218059,171084
818,2310460,171084
819,2696198,171084
820,296546,171904
821,593927,171904
822,728702,171904
823,1378968,171904
824,2000215909,171904
825,2000284478,171904
826,2000726955,171904
827,2001034033,171904
828,2423370,173695
829,2000857279,173695
830,130133,175824
831,898893,175824
832,2696159,175824
833,2836111,175824
834,1803779032,175824
835,2001091810,175824
836,2001324981,175824
837,2001524691,175824
838,2001636791,175824
839,620763,176481
840,1800321584,176481
841,1250824,177443
842,1802377007,177817
843,1515562,178427
844,381047,179046
845,831866,179046
846,2413193,179046
847,1802649827,179046
848,2000326882,179046
849,2000348671,179046
850,2001815688,179046
851,2425688,182304
852,83682,182944
853,2055191,182944
854,2535821,182944
855,2692025,182944
856,2729690,182944
857,1800737565,182944
858,1802818362,182944
859,2000561421,182944
860,2002104247,184107
861,2668446,185926
862,2002236201,185926
863,1803607841,186025
864,2000305782,186025
865,1803755178,186468
866,792541,187347
867,1410769,187347
868,2647199,187347
869,2711800,187347
870,199020,187349
871,2206637,187349
872,2001471921,187349
873,2002079460,187349
874,1802447888,187478
875,2002183523,187478
876,2222436,189280
877,2000892120,191533
878,2247339,192264
879,1800105730,192264
880,2001648458,192264
881,2001654670,192264
882,2002283320,192264
883,2000722440,194398
884,2002269653,195589
885,2000804413,197097
886,2001809939,197496
887,1758739,198319
888,1800069838,198319
889,1802849525,198319
890,2743089,199020
891,2001397682,199020
892,2001500478,199020
893,43454289,199198
894,2002250869,199697
895,2848132,200862
896,1802687541,200862
897,165074,201427
898,526666,201427
899,2002255039,201427
900,2000232997,203111
901,2710954,203325
902,2000430093,204024
903,157408,209280
904,2001636134,210188
905,2200989,211882
906,1054594,212417
907,2950079,212609
908,2000363928,214034
909,934565,214855
910,1195537,214855
911,2411574,214855
912,2749571,214855
913,2889093,214855
914,1800229936,214855
915,1802628038,215533
916,2002240938,219667
917,89549,219942
918,221855,219942
919,690623,219942
920,1398117,219942
921,1495604,219942
922,1647364,219942
923,2306996,219942
924,2343798,219942
925,2412818,219942
926,2413193,219942
927,2558940,219942
928,2685254,219942
929,2690661,219942
930,2737756,219942
931,2823603,219942
932,2921893,219942
933,4925490,219942
934,41329902,219942
935,1800245941,219942
936,1800567725,219942
937,1802514308,219942
938,1802615936,219942
939,1802619743,219942
940,1802620228,219942
941,1803044868,219942
942,1803076717,219942
943,1803137581,219942
944,1803360234,219942
945,1803625613,219942
946,2000095923,219942
947,2000125820,219942
948,2000215188,219942
949,2000408562,219942
950,2000554894,219942
951,2000586812,219942
952,2000688081,219942
953,2000746238,219942
954,2000852107,219942
955,2000864439,219942
956,2001033600,219942
957,2001369440,219942
958,2001544729,219942
959,2001583729,219942
960,2001644166,219942
961,2001977964,219942
962,2002047678,219942
963,2002100998,219942
964,2002135777,219942
965,2002306083,219942
966,2002313149,219942
967,2002338242,219942
968,2206686,220166
969,2265420,220166
970,2331197,220166
971,2467678,220166
972,1800243352,220166
973,1802630199,220166
974,2002207810,220166
975,2001957247,220348
976,1802649846,221734
977,2000880572,221734
978,1800148863,222661
979,2000612892,222661
980,2900875,223822
981,73706,225096
982,311260,225096
983,497152,225096
984,565374,225096
985,789508,225096
986,804870,225096
987,868192,225096
988,873008,225096
989,1204065,225096
990,1249468,225096
991,1495604,225096
992,1648510,225096
993,2127500,225096
994,2197418,225096
995,2320887,225096
996,2349788,225096
997,2428334,225096
998,2739031,225096
999,1803081122,225096
1000,1803224661,225096
1001,1803739347,225096
1002,2000322630,225096
1003,2000497436,225096
1004,2000545062,225096
1005,2000726567,225096
1006,2000740114,225096
1007,2000936973,225096
1008,2001284129,225096
1009,2001336013,225096
1010,2001393829,225096
1011,2001560860,225096
1012,2001705806,225096
1013,2001716807,225096
1014,2001780056,225096
1015,2001951941,225096
1016,2001978379,225096
1017,2002007477,225096
1018,2000538557,225620
1019,1803138691,225765
1020,1630728,226753
1021,2002279829,226753
1022,UserID,226867
1023,2194609,227367
1024,2284242,227367
1025,1802632273,227367
1026,2001122430,227367
1027,2789419,228458
1028,1800108161,228458
1029,2001893181,232037
1030,287084,233780
1031,494084,233780
1032,1267223,233780
1033,1296198,233780
1034,1497120,233780
1035,1510016,233780
1036,1746551,233780
1037,2410698,233780
1038,2505084,233780
1039,2577395,233780
1040,2648579,233780
1041,2652149,233780
1042,2668051,233780
1043,2723105,233780
1044,2828010,233780
1045,2897778,233780
1046,2899802,233780
1047,2901156,233780
1048,9115179,233780
1049,1802652321,233780
1050,1803055219,233780
1051,2000151960,233780
1052,2000230273,233780
1053,2000293897,233780
1054,2000355578,233780
1055,2000387614,233780
1056,2000523140,233780
1057,2000727345,233780
1058,2000831192,233780
1059,2001432640,233780
1060,2001519891,233780
1061,2001537711,233780
1062,2001544633,233780
1063,2001633793,233780
1064,2001836519,233780
1065,2001872983,233780
1066,2002134542,233780
1067,2002163435,233780
1068,2002215277,233780
1069,2173462,234275
1070,1802501758,234275
1071,1802722039,234275
1072,1802770197,234275
1073,2001077728,234275
1074,2001426366,234275
1075,1874308,234771
1076,2529847,234771
1077,2697651,234771
1078,2695549,235842
1079,2001826715,235842
1080,248192,238779
1081,363554,238779
1082,2000724216,238779
1083,2690449,239704
1084,2001841852,239758
1085,274057,239767
1086,2001590408,240348
1087,2206275,242729
1088,2000201371,244747
1089,129177,246083
1090,2000209990,246083
1091,2741048,247437
1092,2000426126,247437
1093,2001997103,247437
1094,2701784,252514
1095,1670583,252657
1096,2215435,252657
1097,2692482,252657
1098,1800141129,254614
1099,2001304810,256143
1100,1803009808,257154
1101,50969,258013
1102,2000982857,258013
1103,41632595,260176
1104,70073,264012
1105,531029,264012
1106,2704178,264012
1107,1800139809,264012
1108,2001068100,264012
1109,48065,264745
1110,1366053,264745
1111,2693005,264745
1112,1800243580,264745
1113,2001192603,264745
1114,2001486520,264745
1115,2001727662,264745
1116,2873700,265672
1117,637395,266064
1118,2132500,269962
1119,789508,273690
1120,2214343,274467
1121,296809,274666
1122,2202657,274666
1123,2661681,274666
1124,2902417,274666
1125,2000316651,274666
1126,2001427498,274666
1127,2201069,276833
1128,2499149,276833
1129,2693005,276833
1130,2711155,276833
1131,1803757388,276833
1132,2000269267,276833
1133,2002280182,276833
1134,1026614,278639
1135,2414124,278639
1136,2711215,278639
1137,2722761,278639
1138,2001773359,278639
1139,457316,280271
1140,520301,280271
1141,2205749,280271
1142,2420506,280271
1143,2747830,280271
1144,2783002,280271
1145,1800639187,280271
1146,1803140285,280271
1147,2000294314,280271
1148,2000404732,280271
1149,2001519304,280271
1150,2001773150,280271
1151,1803564200,281293
1152,2000248025,281586
1153,43266838,283251
1154,1802728278,283251
1155,69863,283899
1156,1567811,283899
1157,2417225,283899
1158,2427055,283899
1159,2000049308,284266
1160,2001481811,284266
1161,2422011,286558
1162,2836111,286558
1163,2000232997,286558
1164,1802642699,286566
1165,2001347654,288008
1166,1359842,288985
1167,2089399,293095
1168,1800362300,293095
1169,2002091005,293095
1170,48150,296050
1171,63858,296050
1172,80079,296050
1173,236561,296050
1174,288719,296050
1175,328023,296050
1176,328154,296050
1177,512472,296050
1178,559427,296050
1179,634323,296050
1180,673722,296050
1181,850505,296050
1182,927895,296050
1183,1067479,296050
1184,1176688,296050
1185,1361987,296050
1186,2199921,296050
1187,2204766,296050
1188,2206722,296050
1189,2211242,296050
1190,2409751,296050
1191,2422141,296050
1192,2427021,296050
1193,2428665,296050
1194,2692808,296050
1195,2737646,296050
1196,2739135,296050
1197,2739376,296050
1198,2751668,296050
1199,2755988,296050
1200,2788347,296050
1201,2942805,296050
1202,10886410,296050
1203,1800149177,296050
1204,1802386274,296050
1205,1802630199,296050
1206,1802637805,296050
1207,1802649573,296050
1208,1802649653,296050
1209,1803106341,296050
1210,1803229425,296050
1211,2000031085,296050
1212,2000200911,296050
1213,2000262014,296050
1214,2000379621,296050
1215,2000695489,296050
1216,2000722725,296050
1217,2000725340,296050
1218,2000804396,296050
1219,2001221624,296050
1220,2001246679,296050
1221,2001259597,296050
1222,2001293532,296050
1223,2001316679,296050
1224,2001575264,296050
1225,2001764837,296050
1226,2001836519,296050
1227,2002142760,296050
1228,2002144670,296050
1229,1138068,296656
1230,2067140,296809
1231,2002018170,297297
1232,2409096,306726
1233,2707132,306726
1234,2002015269,306726
1235,97745,307059
1236,129177,307059
1237,153408,307059
1238,159552,307059
1239,222478,307059
1240,341486,307059
1241,402134,307059
1242,513848,307059
1243,969481,307059
1244,1145322,307059
1245,1373522,307059
1246,1925613,307059
1247,1957886,307059
1248,2200231,307059
1249,2420530,307059
1250,2421134,307059
1251,2426346,307059
1252,2691529,307059
1253,2700851,307059
1254,2704502,307059
1255,2742770,307059
1256,2805480,307059
1257,2858389,307059
1258,1800052036,307059
1259,1802510781,307059
1260,1802652222,307059
1261,1802697128,307059
1262,1803138186,307059
1263,2000150400,307059
1264,2000152446,307059
1265,2000285933,307059
1266,2000308999,307059
1267,2000342059,307059
1268,2000703339,307059
1269,2000794402,307059
1270,2000865723,307059
1271,2001150435,307059
1272,2001232509,307059
1273,2001277101,307059
1274,2001288911,307059
1275,2001563564,307059
1276,2002007246,307059
1277,2002168898,307059
1278,2002207660,307059
1279,2002295081,307059
1280,2269523,308772
1281,1091634,311371
1282,1802743723,311371
1283,930100,314579
1284,41558057,314579
1285,2000665483,314579
1286,2001333148,314579
1287,2001521387,314579
1288,2739288,316136
1289,381722,316194
1290,56002,318262
1291,309508,318262
1292,1803438968,318262
1293,2001603876,318262
1294,2002314106,318262
1295,1803429479,323328
1296,2000975057,323328
1297,2001352066,323328
1298,2002155616,324612
1299,2428766,325652
1300,2452031,325652
1301,2836111,325652
1302,1802643348,325652
1303,2001326120,325652
1304,1802630199,326001
1305,1802875391,326001
1306,2000696704,326787
1307,2668180,328023
1308,2001631445,328023
1309,735705,328048
1310,1746551,328542
1311,1911882,328542
1312,2001411738,329017
1313,180524,329671
1314,2665107,329671
1315,2001560860,329671
1316,1803135507,329769
1317,2001722259,329769
1318,2675204,331730
1319,1800107631,331730
1320,2001962200,331730
1321,2002347570,331730
1322,1332908,332453
1323,1666316,333017
1324,637765,335355
1325,2485441,335355
1326,2704971,335355
1327,2001911322,335355
1328,2157542,336924
1329,2297649,336924
1330,2713601,336924
1331,2797945,336924
1332,2417893,340141
1333,235842,340169
1334,2406970,340169
1335,2436128,340169
1336,2001081808,341519
1337,2001299569,341519
1338,362499,341856
1339,1802291784,341856
1340,2000304085,341856
1341,2001973616,341856
1342,2000283503,346363
1343,51089,347873
1344,2001005839,347873
1345,1803166895,351811
1346,1676,354295
1347,22015,354295
1348,97073,354295
1349,383563,354295
1350,414988,354295
1351,599741,354295
1352,963257,354295
1353,1332679,354295
1354,1596584,354295
1355,1617352,354295
1356,2161903,354295
1357,2209113,354295
1358,2397059,354295
1359,2419164,354295
1360,2428187,354295
1361,2685071,354295
1362,2698099,354295
1363,2912768,354295
1364,2926985,354295
1365,12763935,354295
1366,40644868,354295
1367,45040906,354295
1368,1800148863,354295
1369,1802548788,354295
1370,1802635959,354295
1371,1802643348,354295
1372,1802650852,354295
1373,1802650909,354295
1374,1802734491,354295
1375,1802952946,354295
1376,1803779032,354295
1377,2000066703,354295
1378,2000113837,354295
1379,2000196477,354295
1380,2000582693,354295
1381,2000695613,354295
1382,2000751604,354295
1383,2000764848,354295
1384,2001379101,354295
1385,2001381363,354295
1386,2001569685,354295
1387,2001832671,354295
1388,2001960543,354295
1389,2002009940,354295
1390,2002112481,354295
1391,2002162136,354295
1392,2002350586,354295
1393,2002355720,354295
1394,2743318,354675
1395,2000126877,354675
1396,2000889338,354675
1397,2001337716,354675
1398,157126,355282
1399,244506,355282
1400,316194,355282
1401,2207163,355282
1402,1800155403,355282
1403,1800301850,355282
1404,2001977095,355282
1405,2002189539,355282
1406,2420899,356034
1407,4279991,357358
1408,1802635391,357358
1409,55670,358404
1410,2001273318,358404
1411,2000504731,362453
1412,2002118447,363055
1413,2300352,363396
1414,1803787389,364449
1415,2001687989,365433
1416,2206660,367392
1417,450493,371590
1418,1204065,371590
1419,2457129,371590
1420,2751977,371590
1421,1800200914,371590
1422,2000633075,371590
1423,2001589923,371590
1424,280026,371738
1425,2000636027,371785
1426,2001444656,371785
1427,945680,371838
1428,2001411738,371838
1429,2423409,376010
1430,78808,377929
1431,1803104914,379033
1432,2001388603,379033
1433,446523,379453
1434,2422738,379453
1435,45106003,379453
1436,1803737111,379453
1437,2000118413,379453
1438,2000471816,379453
1439,2000729009,379453
1440,2001623144,379453
1441,1033778,381086
1442,2711735,381086
1443,45171114,381086
1444,1803698087,381086
